"","Name","Sales"
"8275","Pizza Delivery Boy",0.07
"8276","Pocky & Rocky with Becky",0.07
"8277","Point Blank DS (JP sales)",0.07
"8278","Pong / Asteroids / Yars' Revenge",0.07
"8279","Power Pro GB",0.07
"8280","Prince of Persia: The Fallen King",0.07
"8281","Pro Farm 1",0.07
"8282","R-Type Command",0.07
"8283","Ragnarok: Hikari to Yami no Koujo",0.07
"8284","RayStorm",0.07
"8285","Reader Rabbit 1st Grade",0.07
"8286","Real Sound: Kaze no Riguretto",0.07
"8287","Real Time Conflict: Shogun Empires",0.07
"8288","River City Ransom EX",0.07
"8289","River King: Mystic Valley (US sales)",0.07
"8290","Robocalypse",0.07
"8291","Robot Alchemic Drive",0.07
"8292","Roll Away",0.07
"8293","Romance of the Three Kingdoms IX",0.07
"8294","Romance of the Three Kingdoms XI",0.07
"8295","Roogoo Attack!",0.07
"8296","Rugby 06",0.07
"8297","Rugby League 3",0.07
"8298","Saint Seiya: Brave Soldiers",0.07
"8299","San Goku Shi Taisen Ten",0.07
"8300","Secret Service: Ultimate Sacrifice",0.07
"8301","Shadowgate 64: Trials of the Four Towers",0.07
"8302","Shin Chan Contra ¡Los Plastas!",0.07
"8303","Shin Chan: Las Nuevas Aventuras Para Wii!",0.07
"8304","Shin Lucky * Star: Moe Drill ~Tabidachi~",0.07
"8305","Shounen Sunday x Shounen Magazine: Nettou! Dream Nine",0.07
"8306","Sigma Harmonics",0.07
"8307","Silpheed: The Lost Planet",0.07
"8308","SimCity 4: Deluxe Edition",0.07
"8309","Sky Gunner",0.07
"8310","Smashing Drive",0.07
"8311","Sony Computer Science Kenkyuujo Mogi Kenichirou Hakase Kanshuu: Nou ni Kaikan Aha Taiken!",0.07
"8312","Space Hulk: Vengeance of the Blood Angels",0.07
"8313","Speed",0.07
"8314","Speed Racer",0.07
"8315","Speed Zone",0.07
"8316","Spot Goes to Hollywood",0.07
"8317","Sprint Cars: Road to Knoxville",0.07
"8318","Squishy Tank",0.07
"8319","Still Life",0.07
"8320","Street Fighter II': Special Champion Edition (JP weekly sales)",0.07
"8321","Streets of Rage 3",0.07
"8322","Strike Point",0.07
"8323","Sudoku Fever",0.07
"8324","Summon Night",0.07
"8325","Super Baseball",0.07
"8326","Super Hero Generation",0.07
"8327","Super Real Mahjong Graffiti",0.07
"8328","Super Robot Spirits",0.07
"8329","Suzumiya Haruhi no Gekidou",0.07
"8330","Suzumiya Haruhi no Tsuisou",0.07
"8331","SX Superstar",0.07
"8332","Tank! Tank! Tank!",0.07
"8333","Target: Terror",0.07
"8334","Tecmo's Deception",0.07
"8335","The Final Round",0.07
"8336","The Guided Fate Paradox",0.07
"8337","The Idolm@ster: Live for You!",0.07
"8338","The King of Fighters: Evolution",0.07
"8339","The Putter Golf",0.07
"8340","The Rub Rabbits!",0.07
"8341","The Sims 2: Seasons",0.07
"8342","The Sims 3: Barnacle Bay",0.07
"8343","The Sum of All Fears",0.07
"8344","TigerShark",0.07
"8345","Tokimeki Memorial Girl's Side Premium: 3rd Story",0.07
"8346","Tokobot",0.07
"8347","Torchlight",0.07
"8348","Totaled!",0.07
"8349","Touch 'N' Play Collection",0.07
"8350","Touch Detective: Nameko Shigeru",0.07
"8351","Tournament of Legends",0.07
"8352","Transformer: Rise of the Dark Spark (3DS)",0.07
"8353","Trick DS-han: Kakushi Kami no Sumukan",0.07
"8354","Trine 2",0.07
"8355","Tropix",0.07
"8356","Uprising X",0.07
"8357","Vampire Knight DS",0.07
"8358","Vampire Legends: Power of Three",0.07
"8359","Vanguard Bandits",0.07
"8360","Viewpoint",0.07
"8361","Walt Disney Pictures Presents Enchanted",0.07
"8362","Who Wants to be a Millionaire: 1st Edition",0.07
"8363","Winning Eleven Playmaker 2010: Aoki Samurai no Chousen",0.07
"8364","Winning Post 7 2013",0.07
"8365","Winx Club",0.07
"8366","Wizardry: Llylgamyn Saga",0.07
"8367","World Racing",0.07
"8368","Worms World Party",0.07
"8369","Xbox Live Arcade Unplugged Volume 1",0.07
"8370","Yoake Yori Ruriiro na: Brighter than Dawning Blue",0.07
"8371","Zettai Onkan Otoda Master",0.07
"8372","Zettai Zetsumei Toshi 3: Kowareyuku Machi to Kanojyo no Uta",0.07
"8373","ZhuZhu Pets: Quest for Zhu",0.07
"8374","ZooCube",0.07
"8375","Broken Sword 5: The Serpent's Curse",0.07
"8376","Dungeon Explorer: Warriors of Ancient Arts",0.07
"8377","Mario vs. Donkey Kong: Tipping Stars",0.07
"8378","Order Up!!",0.07
"8379","Satisfashion",0.07
"8380","Serious Sam II",0.07
"8381","Amnesia Later",0.06
"8382","Assetto Corsa",0.06
"8383","Myst IV: Revelation",0.06
"8384","Powerdrome",0.06
"8385","Sea Monsters: A Prehistoric Adventure",0.06
"8386","Super Bubble Pop",0.06
"8387","UEFA Champions League 2006-2007",0.06
"8388","2 Games in 1: Sonic Pinball Party & Columns Crown",0.06
"8389","3D Lemmings",0.06
"8390","A-Train 6",0.06
"8391","A-Train: City Simulator",0.06
"8392","A llI S.V.: A Ressha de Gyoukou 3 Super Version",0.06
"8393","A New Beginning",0.06
"8394","Accel World: Ginyoku no Kakusei",0.06
"8395","Activision Hits: Remixed",0.06
"8396","Adventures of Lolo",0.06
"8397","Age of Empires Online",0.06
"8398","Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin",0.06
"8399","Akai Katana Shin",0.06
"8400","Amazing Island",0.06
"8401","Angelique Trois",0.06
"8402","Animorphs: Shattered Reality",0.06
"8403","Another Code R: A Journey into Lost Memories",0.06
"8404","Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!",0.06
"8405","Antz Extreme Racing",0.06
"8406","Aquarium by DS",0.06
"8407","Arc the Lad: End of Darkness",0.06
"8408","Arkanoid DS",0.06
"8409","Atari's Greatest Hits: Volume 2",0.06
"8410","Atelier Iris 2: The Azoth Of Destiny",0.06
"8411","Backyard NFL Football '08",0.06
"8412","Backyard Skateboarding 2006",0.06
"8413","BattleBots: Beyond the BattleBox",0.06
"8414","Big Bang Mini",0.06
"8415","Blade Dancer: Lineage of Light",0.06
"8416","Blast Lacrosse",0.06
"8417","Bleach: Blade Battlers 2nd",0.06
"8418","Bleach: Versus Crusade",0.06
"8419","Broken Helix",0.06
"8420","Broken Sword II: The Smoking Mirror",0.06
"8421","Broken Sword: The Shadow of the Templars",0.06
"8422","Bubble Bobble also featuring Rainbow Islands",0.06
"8423","Bubble Bobble: Old & New",0.06
"8424","Bullet Girls",0.06
"8425","Burning Rangers",0.06
"8426","Cabela's Dangerous Hunts: Ultimate Challenge",0.06
"8427","Cake Mania: Baker's Challenge",0.06
"8428","Call of Cthulhu: Dark Corners of the Earth",0.06
"8429","Call of Duty: The War Collection",0.06
"8430","Castlevania: Lords of Shadow - Reverie",0.06
"8431","Challenge Me: Brain Puzzles",0.06
"8432","Championship Surfer",0.06
"8433","Chaos Rings III",0.06
"8434","Choro Q Marine: Q Boat",0.06
"8435","Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!",0.06
"8436","Chuck E. Cheese's Playhouse",0.06
"8437","CID The Dummy",0.06
"8438","Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+",0.06
"8439","CMT Presents: Karaoke Revolution Country",0.06
"8440","Coded Arms: Contagion",0.06
"8441","Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!",0.06
"8442","Crazy Chicken Tales",0.06
"8443","Crazy Chicken: Pharaoh's Treasure",0.06
"8444","Crazy Machines",0.06
"8445","Crimson Gem Saga",0.06
"8446","D.C. II P.S.: Da Capo II Plus Situation",0.06
"8447","Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable",0.06
"8448","Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune",0.06
"8449","Dance Dance Revolution: Mario Mix (JP sales)",0.06
"8450","Dance Sensation!",0.06
"8451","Death Jr. II: Root of Evil",0.06
"8452","Deathrow: Underground Team Combat",0.06
"8453","Densha De Go! 3 Tsuukinhen",0.06
"8454","Desert Strike Advance",0.06
"8455","Devil's Third",0.06
"8456","Di-Gata Defenders",0.06
"8457","Dig Dug: Digging Strike",0.06
"8458","Dino Pets",0.06
"8459","Discworld",0.06
"8460","Disney's Chicken Little: Ace In Action",0.06
"8461","Disney's Kim Possible: Global Gemini",0.06
"8462","Disney's Magical Quest 2 Starring Mickey and Minnie",0.06
"8463","Disney Sports Soccer",0.06
"8464","Dissidia: Final Fantasy Universal Tuning",0.06
"8465","Doki-Doki Universe",0.06
"8466","Doraemon 4: Nobita to Toki no Okoku",0.06
"8467","Doraemon: Nobita no Uchuu Eiyuuki",0.06
"8468","Dragon Rage",0.06
"8469","Dream C Club Portable",0.06
"8470","Dreamer Series: Babysitter",0.06
"8471","Dreamer Series: Zoo Keeper",0.06
"8472","DropCast",0.06
"8473","Dungeon Keeper 2",0.06
"8474","Dynasty Warriors Vs",0.06
"8475","Earth Defense Force 2017 Portable",0.06
"8476","Eigo de Tabisuru: Little Charo",0.06
"8477","Eikan wa Kimini 2002: Koshien no Kodou",0.06
"8478","Elemental Gearbolt",0.06
"8479","Elite Forces: Unit 77",0.06
"8480","Emblem of Gundam",0.06
"8481","Enchanted Arms (JP sales)",0.06
"8482","Escape from Bug Island",0.06
"8483","ESPN Winter X-Games: Snowboarding 2002",0.06
"8484","EverQuest II: Destiny of Velious",0.06
"8485","Exhibition Volume 5",0.06
"8486","Famicom Mini: Balloon Fight",0.06
"8487","Fate/Tiger Colosseum Upper",0.06
"8488","Fishing Master (jp sales)",0.06
"8489","Flipnic: Ultimate Pinball",0.06
"8490","Foster's Home for Imaginary Friends: Imagination Invaders",0.06
"8491","Friends: The One with All the Trivia",0.06
"8492","From The Abyss",0.06
"8493","G-Police: Weapons of Justice",0.06
"8494","G1 Jockey 2",0.06
"8495","Gallop Racer 2004",0.06
"8496","Game Center CX: 3-Choume no Arino",0.06
"8497","Gegege no Kitarou: Youkai Daigekisen",0.06
"8498","Generation of Chaos",0.06
"8499","Genkai Tokki Monster Monpiece",0.06
"8500","Genkai Tokki: Moero Crystal",0.06
"8501","Giants: Citizen Kabuto",0.06
"8502","Gintama no Sugoroku",0.06
"8503","Girls RPG: Cinderellife",0.06
"8504","Gold and Glory: The Road to El Dorado",0.06
"8505","Gothic 3",0.06
"8506","Gradius Collection",0.06
"8507","Growlanser IV: Over Reloaded",0.06
"8508","Guilty Gear X: Advance Edition",0.06
"8509","Guitar Freaks 3rdMIX & DrumMania 2ndMIX",0.06
"8510","Gun Showdown",0.06
"8511","Gunbird",0.06
"8512","GunGriffon II",0.06
"8513","GunPey",0.06
"8514","Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e",0.06
"8515","Hajime no Ippo Portable: Victorious Spirits",0.06
"8516","Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi",0.06
"8517","Headhunter: Redemption",0.06
"8518","Hi Hi Puffy AmiYumi: Kaznapped",0.06
"8519","Higurashi Daybreak Portable",0.06
"8520","Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki",0.06
"8521","Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",0.06
"8522","Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono",0.06
"8523","History Great Empires: Rome",0.06
"8524","Honeycomb Beat",0.06
"8525","Hot Wheels: Burnin' Rubber",0.06
"8526","I Love Beauty: Hollywood Makeover",0.06
"8527","Ikki Tousen: Xross Impact",0.06
"8528","Imagine: Cheerleader",0.06
"8529","Imagine: Party Planner",0.06
"8530","Imagine: Resort Owner",0.06
"8531","Impact Racing",0.06
"8532","Infinite Stratos 2: Ignition Hearts",0.06
"8533","Interplay Sports Baseball 2000",0.06
"8534","Izuna 2: The Unemployed Ninja Returns",0.06
"8535","Jacqueline Wilson's Tracy Beaker: The Game",0.06
"8536","Jam Sessions 2",0.06
"8537","Jewel Legends: Tree of Life",0.06
"8538","Jewel Master: Cradle of Persia",0.06
"8539","Jewel Master: Cradle Of Rome 2",0.06
"8540","Jewel Quest IV: Heritage",0.06
"8541","Jikkyou Powerful Pro Yakyuu DreamCast Edition",0.06
"8542","Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE",0.06
"8543","Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu",0.06
"8544","JoJo's Bizarre Adventure: Eyes of Heaven",0.06
"8545","July",0.06
"8546","Jumble Madness",0.06
"8547","Jurassic Park III: Park Builder",0.06
"8548","Kabuki Warriors",0.06
"8549","Kaite Shabette Hajimeyou! Monster Farm DS",0.06
"8550","Kamen Rider Kabuto",0.06
"8551","Kanon",0.06
"8552","Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!",0.06
"8553","Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!",0.06
"8554","Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka",0.06
"8555","Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu",0.06
"8556","Kekkon: Marriage",0.06
"8557","Ken to Mahou to Gakuen Mono. 3D",0.06
"8558","Kid Fit Island Resort",0.06
"8559","Kikou Heidan J-Phoenix",0.06
"8560","Killer Instinct (2013)",0.06
"8561","Killer Loop",0.06
"8562","Killing Zone",0.06
"8563","KimiKiss",0.06
"8564","KimiKiss (ebKore+)",0.06
"8565","Kiniro no Corda 2",0.06
"8566","Kirarin * Revolution: Minna de Odorou Furi Furi Debut!",0.06
"8567","Klonoa Beach Volleyball",0.06
"8568","Kurupoto Cool Cool Stars",0.06
"8569","Kururin Paradise",0.06
"8570","Kuukan * Zukei: Hirameki Training - KuuTore",0.06
"8571","Kyokugen Dasshutsu ADV: Zennin Shiboudesu",0.06
"8572","Land of the Dead: Road to Fiddler's Green",0.06
"8573","LEGO Bionicle",0.06
"8574","Lord of Magna: Maiden Heaven",0.06
"8575","Lost Kingdoms II",0.06
"8576","Mad Maestro!",0.06
"8577","Magi: Aratanaru Sekai",0.06
"8578","Mahouka Koukou no Rettousei: Out of Order",0.06
"8579","Mame Goma 2: Uchi no Ko ga Ichiban!",0.06
"8580","Mana Khemia: Alchemists of Al-Revis",0.06
"8581","Match 3 Madness",0.06
"8582","Mega Minis Volume 3",0.06
"8583","Meitantei Conan: Aoki Houseki no Rinbukyoku",0.06
"8584","Meitantei Conan: Tantei Ryoku Trainer",0.06
"8585","Melty Blood: Actress Again",0.06
"8586","Men in Black The Series: Crashdown",0.06
"8587","Mercury Meltdown",0.06
"8588","Metal Gear Solid: Social Ops",0.06
"8589","Metal Max 4: Gekkou no Diva",0.06
"8590","Miami Vice: The Game",0.06
"8591","Mighty Beanz: Pocket Puzzles",0.06
"8592","Mike Piazza's Strike Zone",0.06
"8593","Minna no DS Seminar: Kanpeki Eitango Ryoku",0.06
"8594","Minna no Sukkiri",0.06
"8595","Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!",0.06
"8596","Mobile Suit Gundam 00: Gundam Meisters",0.06
"8597","Mobile Suit Gundam Seed: Never Ending Tomorrow",0.06
"8598","Mobile Suit Gundam: Gundam vs. Zeta Gundam",0.06
"8599","Monster Garage",0.06
"8600","Monster Madness: Grave Danger",0.06
"8601","Motion Explosion!",0.06
"8602","MotoGP 4 - Official Game of MotoGP",0.06
"8603","My Pet Chimp",0.06
"8604","My Pet Shop",0.06
"8605","NanoBreaker",0.06
"8606","Nanostray",0.06
"8607","Naruto Shippuden: Gekito Ninja Taisen! Special",0.06
"8608","Naruto: Ultimate Ninja Heroes (JP sales)",0.06
"8609","Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!",0.06
"8610","Nendoroid Generation",0.06
"8611","Nicola Kanshuu: Model * Oshare Audition",0.06
"8612","Nicola Kanshuu: Model * Oshare Audition 2",0.06
"8613","Nights of Azure",0.06
"8614","Noddy in Toyland",0.06
"8615","Octomania",0.06
"8616","Olympic Hockey 98",0.06
"8617","Onechanbara Z Kagura",0.06
"8618","Orcs & Elves",0.06
"8619","Osu! Tatakae! Ouendan",0.06
"8620","PachiPara 13: Super Umi no Pachi-Pro Fuuunroku",0.06
"8621","Painkiller: Hell & Damnation",0.06
"8622","Panzer Tactics",0.06
"8623","Pawly Pets: My Vet Practice",0.06
"8624","Paws & Claws: Marine Rescue",0.06
"8625","Paws & Claws: Pampered Pets 2",0.06
"8626","PenPen TriIceLon",0.06
"8627","Petz Bunnyz Bunch",0.06
"8628","Pheasants Forever Wingshooter",0.06
"8629","Playmobil Knights",0.06
"8630","Point Blank DS (US sales)",0.06
"8631","Policenauts",0.06
"8632","Pop'n Music Portable 2",0.06
"8633","Pop'n TwinBee: Rainbow Bell Adventure",0.06
"8634","Pop Cutie! Street Fashion Simulation",0.06
"8635","PoPoLoCrois",0.06
"8636","Power Pro Success Legends",0.06
"8637","Power Shovel",0.06
"8638","Pro Yakyuu Famista 2011",0.06
"8639","Pro Yakyuu Netsu Star 2007",0.06
"8640","Pucca Power Up",0.06
"8641","Quiz! Hexagon II",0.06
"8642","R-Types",0.06
"8643","Racing Gears Advance",0.06
"8644","Rat Attack!",0.06
"8645","Raw Danger! (JP sales)",0.06
"8646","Ray Tracers",0.06
"8647","Rayman: Hoodlum's Revenge",0.06
"8648","Real Bout Garou Densetsu Special: Dominated Mind",0.06
"8649","Real Soccer 2009",0.06
"8650","Record of Lodoss War: Eiyuu Sensou",0.06
"8651","Red Ninja: End of Honor",0.06
"8652","Robotica",0.06
"8653","Rogue Trooper",0.06
"8654","Roogoo Twisted Towers",0.06
"8655","RPG Maker 3",0.06
"8656","Rugby League Live",0.06
"8657","Rurouni Kenshin: Meiji Kenkaku Romantan Saisen",0.06
"8658","Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen",0.06
"8659","S.T.A.L.K.E.R.: Call of Pripyat",0.06
"8660","S.T.A.L.K.E.R.: Shadow of Chernobyl",0.06
"8661","Safari Adventures: Africa",0.06
"8662","Scrabble Blast!",0.06
"8663","Scurge: Hive",0.06
"8664","SeaBlade",0.06
"8665","Seaman 2: Peking Genjin Ikusei Kit",0.06
"8666","Senritsu no Stratus",0.06
"8667","Shining Force Feather",0.06
"8668","Shonen Jump's One Piece: Grand Adventure",0.06
"8669","Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf",0.06
"8670","SingStar Mallorca Party",0.06
"8671","Ski Region Simulator",0.06
"8672","Sled Shred featuring the Jamaican Bobsled Team",0.06
"8673","Smart Boy's Toys Club",0.06
"8674","Smile PreCure! Let's Go! Marchen World",0.06
"8675","Splat Renegade Paintball",0.06
"8676","Sprung - A Game Where Everyone Scores",0.06
"8677","Spy Fox in Dry Cereal",0.06
"8678","Spy Games: Elevator Mission",0.06
"8679","Star Fighter",0.06
"8680","Star Soldier: Vanishing Earth",0.06
"8681","Starry ? Sky: In Summer",0.06
"8682","Starwinder: The Ultimate Space Race",0.06
"8683","Steambot Chronicles: Battle Tournament",0.06
"8684","Sumikko Gurashi: Mura o Tsukurundesu",0.06
"8685","Summer Challenge: Athletics Tournament",0.06
"8686","Summon Night 2",0.06
"8687","Sunrise Eiyuutan R",0.06
"8688","Super Mahjong 2: Honkaku 4Jin Uchi",0.06
"8689","Super Robot Wars OG Saga Masou Kishin F: Coffin of the End",0.06
"8690","Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku",0.06
"8691","Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!",0.06
"8692","Tanjou S Debut",0.06
"8693","Tecmo Classic Arcade",0.06
"8694","Teenage Mutant Ninja Turtles II: Back from the Sewers",0.06
"8695","Tenchi Muyou! Ryoukouki Gokuraku",0.06
"8696","Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",0.06
"8697","The Book of Unwritten Tales: The Critter Chronicles",0.06
"8698","The King of Route 66",0.06
"8699","The Lost Chronicles of Zerzura",0.06
"8700","The Mysterious Case of Dr. Jekyll and Mr. Hyde",0.06
"8701","The Next BIG Thing",0.06
"8702","The Pinball of the Dead",0.06
"8703","The Sims 2: University",0.06
"8704","The Witcher",0.06
"8705","There",0.06
"8706","Theresia...",0.06
"8707","Titan Quest",0.06
"8708","Toaru Kagaku no Chou Denjihou",0.06
"8709","Tokimeki no Houkago",0.06
"8710","Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan",0.06
"8711","Tokyo Xtreme Racer Advance",0.06
"8712","Tom Clancy's Ghost Recon: Advanced Warfighter",0.06
"8713","Tonka Rescue Patrol",0.06
"8714","Top Gear Hyper-Bike",0.06
"8715","Toriko: Gourmet Battle!",0.06
"8716","Trapt",0.06
"8717","Tsugunai: Atonement",0.06
"8718","Vampire Rain: Altered Species",0.06
"8719","Virtual Chess 64",0.06
"8720","Vitamin X to Z",0.06
"8721","Wantame Fortune Channel",0.06
"8722","Warhammer: Battle For Atluma",0.06
"8723","Warriors of the Lost Empire",0.06
"8724","Western Riding Academy",0.06
"8725","White Album 2: Shiawase no Mukougawa",0.06
"8726","Wings of War",0.06
"8727","Winning Post 4 Maximum",0.06
"8728","Winx Club: Mission Enchantix",0.06
"8729","Winx Club: Quest for the Codex",0.06
"8730","World Championship Athletics",0.06
"8731","World Cup of Pool",0.06
"8732","World Soccer Winning Eleven 9 (US sales)",0.06
"8733","Worldwide Soccer",0.06
"8734","Worms Blast",0.06
"8735","WWF Wrestlemania: The Arcade Game",0.06
"8736","Yomawari",0.06
"8737","Ys vs. Sora no Kiseki: Alternative Saga",0.06
"8738","Yuugen Gaisha Brave Company",0.06
"8739","Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe",0.06
"8740","Zendoku",0.06
"8741","Zero Divide",0.06
"8742","Zill O'll Infinite Plus",0.06
"8743","Zone of the Enders: The Fist of Mars",0.06
"8744","Zoo Tycoon 2",0.06
"8745","Zoo Tycoon: Complete Collection",0.06
"8746","4 Elements",0.05
"8747","7 Wonders: Treasures of Seven",0.05
"8748","Active Life: Magical Carnival",0.05
"8749","Aeon Flux",0.05
"8750","Air Conflicts: Aces of World War II",0.05
"8751","Air Traffic Chaos",0.05
"8752","Airline Tycoon 2",0.05
"8753","All Star Tennis 99",0.05
"8754","American Bass Challenge",0.05
"8755","Amnesia Crowd",0.05
"8756","Animal Planet: Vet Collection",0.05
"8757","Apassionata: Die Galanacht der Pferde",0.05
"8758","Arcana Famiglia: La storia della Aracana Famiglia",0.05
"8759","Armored Core: Formula Front Extreme Battle",0.05
"8760","Arthur! Ready to Race",0.05
"8761","Arx Fatalis",0.05
"8762","Assassin's Creed: Altair's Chronicles",0.05
"8763","B-Boy",0.05
"8764","Bakemonogatari Portable",0.05
"8765","Baku Baku",0.05
"8766","Bakusou Kyoudai Let's & Go!! Eternal Wings",0.05
"8767","Bass Rise",0.05
"8768","Batman: A Telltale Game Series",0.05
"8769","Batman: Gotham City Racer",0.05
"8770","Battle Engine Aquila",0.05
"8771","Battleship / Connect Four / Sorry! / Trouble",0.05
"8772","Beastly Frantic Foto",0.05
"8773","BeatMania IIDX 3rd Style",0.05
"8774","BeatMania IIDX 4th Style: New Songs Collection",0.05
"8775","Beyond Oasis",0.05
"8776","Big Air Freestyle",0.05
"8777","Billy the Wizard: Rocket Broomstick Racing",0.05
"8778","Black Jack vs. Matsudajun",0.05
"8779","Black Mirror 2",0.05
"8780","Black Sigil: Blade of the Exiled",0.05
"8781","Blazing Souls: Accelate",0.05
"8782","Bleach: Blade Battlers",0.05
"8783","Bleach: Soul Carnival",0.05
"8784","Block Kuzushi",0.05
"8785","Blues Brothers 2000",0.05
"8786","Boing! Docomodake DS",0.05
"8787","Bombastic",0.05
"8788","Bottom of the 9th '99",0.05
"8789","Brave Story: New Traveller (jp sales)",0.05
"8790","Bubble Bobble Revolution",0.05
"8791","Bust-A-Bloc",0.05
"8792","Caligula",0.05
"8793","Capcom vs. SNK: Millennium Fight 2000 Pro",0.05
"8794","Cartoon Network Block Party",0.05
"8795","Cartoon Network Racing",0.05
"8796","Carve",0.05
"8797","Cesar Millan's Dog Whisperer",0.05
"8798","Chameleon Twist 2",0.05
"8799","Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha",0.05
"8800","Choro Q 64 2: Hacha Mecha Grand Prix Race",0.05
"8801","Choujikuu Yousai Macross: Do You Remember Love",0.05
"8802","Chousoku Henkei Gyrozetter: Albatross no Tsubasa",0.05
"8803","Chronicles of the Sword",0.05
"8804","Cities in Motion",0.05
"8805","City Life: World Edition",0.05
"8806","Classic Dungeon X2",0.05
"8807","Clever Kids: Creepy Crawlies",0.05
"8808","Code Lyoko",0.05
"8809","Color Cross",0.05
"8810","Company of Heroes",0.05
"8811","Counter Force",0.05
"8812","Crazy Chicken: Atlantis Quest",0.05
"8813","Crime Life: Gang Wars",0.05
"8814","Crusader: No Remorse",0.05
"8815","Culdcept Revolt",0.05
"8816","D.Gray-man: Kami no Shitotachi",0.05
"8817","Dakar 2: The World's Ultimate Rally",0.05
"8818","Dead in the Water",0.05
"8819","Dead or Alive Xtreme 3: Fortune",0.05
"8820","Deadliest Catch: Alaskan Storm",0.05
"8821","Dengeki Gakuen RPG: Cross of Venus",0.05
"8822","Detective Conan: Marionette Symphony",0.05
"8823","Diabolik Lovers",0.05
"8824","Diabolik Lovers: More Blood",0.05
"8825","DoDonPachi Resurrection",0.05
"8826","Dokapon Journey",0.05
"8827","DokiDoki Majo Shinpan!",0.05
"8828","Domino Rally",0.05
"8829","Doraemon 2: Nobita no Toizurando Daibouken",0.05
"8830","Doraemon: Nobita no Kyouryuu 2006 DS",0.05
"8831","Double Dragon Advance",0.05
"8832","Downforce",0.05
"8833","Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land",0.05
"8834","Dr. Seuss: Green Eggs and Ham",0.05
"8835","Dramatic Dungeon: Sakura Wars - Kimi Arugatame",0.05
"8836","Dreamer Series: Puppy Trainer",0.05
"8837","Drivers Ed Portable",0.05
"8838","Dual Hearts",0.05
"8839","Dual Heroes",0.05
"8840","Dungeon Raiders",0.05
"8841","Durarara!! 3-way Standoff",0.05
"8842","Dynamite Headdy",0.05
"8843","Dynasty Warriors Vol. 2",0.05
"8844","Earth Defense Force 4.1: The Shadow of New Despair",0.05
"8845","Egg Mania: Eggstreme Madness",0.05
"8846","Elf Bowling 1 & 2",0.05
"8847","Empire Earth",0.05
"8848","ESPN Great Outdoor Games Bass 2002",0.05
"8849","Expendable",0.05
"8850","Famicom Mini: Dig Dug",0.05
"8851","Far Cry",0.05
"8852","Fatal Frame II: Crimson Butterfly Director's Cut",0.05
"8853","Fatal Fury: Wild Ambition",0.05
"8854","Fate/Unlimited Codes Portable",0.05
"8855","Ferrari F355 Challenge",0.05
"8856","FIFA Manager 12",0.05
"8857","Fighter Destiny 2",0.05
"8858","Finny the Fish & the Seven Waters",0.05
"8859","Fishdom",0.05
"8860","Ford Bold Moves Street Racing",0.05
"8861","Forza Motorsport 3: Ultimate Edition",0.05
"8862","Freelancer",0.05
"8863","Front Mission 2089: Border of Madness",0.05
"8864","Furu Furu Park",0.05
"8865","Fushigi no Dungeon: Fuurai no Shiren 3 Portable",0.05
"8866","Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore",0.05
"8867","G1 Grand Prix",0.05
"8868","GachiTora! Abarenbou Kyoushi in High School",0.05
"8869","Gaist Crusher",0.05
"8870","Galaxy Racers",0.05
